Strength,Anchor,Label,Time,Room
0,Ancre1,Trajectoire3,2,Salle1
0,Ancre1,Trajectoire3,3,Salle1
0,Ancre1,Trajectoire3,4,Salle1
0,Ancre1,Trajectoire3,5,Salle1
0,Ancre1,Trajectoire3,6,Salle1
0,Ancre1,Trajectoire3,7,Salle1
0,Ancre1,Trajectoire3,8,Salle1
0,Ancre1,Trajectoire3,9,Salle1
0,Ancre1,Trajectoire3,10,Salle1
0,Ancre1,Trajectoire3,11,Salle1
0,Ancre1,Trajectoire3,12,Salle1
0,Ancre1,Trajectoire3,13,Salle1
0,Ancre1,Trajectoire3,14,Salle1
0,Ancre1,Trajectoire3,15,Salle1
0,Ancre1,Trajectoire3,16,Salle1
0,Ancre2,Trajectoire3,1,Salle1
0,Ancre2,Trajectoire3,2,Salle1
0,Ancre2,Trajectoire3,3,Salle1
0,Ancre2,Trajectoire3,4,Salle1
0,Ancre2,Trajectoire3,5,Salle1
0,Ancre2,Trajectoire3,6,Salle1
0,Ancre2,Trajectoire3,7,Salle1
0,Ancre2,Trajectoire3,8,Salle1
0,Ancre2,Trajectoire3,9,Salle1
0,Ancre2,Trajectoire3,10,Salle1
0,Ancre2,Trajectoire3,11,Salle1
0,Ancre2,Trajectoire3,12,Salle1
0,Ancre2,Trajectoire3,13,Salle1
0,Ancre2,Trajectoire3,14,Salle1
0,Ancre2,Trajectoire3,15,Salle1
0,Ancre2,Trajectoire3,16,Salle1
0,Ancre3,Trajectoire3,1,Salle1
0,Ancre3,Trajectoire3,2,Salle1
0,Ancre3,Trajectoire3,3,Salle1
0,Ancre3,Trajectoire3,4,Salle1
0,Ancre3,Trajectoire3,5,Salle1
0,Ancre3,Trajectoire3,6,Salle1
0,Ancre3,Trajectoire3,7,Salle1
0,Ancre3,Trajectoire3,8,Salle1
0,Ancre3,Trajectoire3,9,Salle1
0,Ancre3,Trajectoire3,10,Salle1
0,Ancre3,Trajectoire3,11,Salle1
0,Ancre3,Trajectoire3,12,Salle1
0,Ancre3,Trajectoire3,13,Salle1
0,Ancre3,Trajectoire3,14,Salle1
0,Ancre3,Trajectoire3,15,Salle1
0,Ancre3,Trajectoire3,16,Salle1
0,Ancre4,Trajectoire3,1,Salle1
0,Ancre4,Trajectoire3,2,Salle1
0,Ancre4,Trajectoire3,3,Salle1
0,Ancre4,Trajectoire3,4,Salle1
0,Ancre4,Trajectoire3,5,Salle1
0,Ancre4,Trajectoire3,6,Salle1
0,Ancre4,Trajectoire3,7,Salle1
0,Ancre4,Trajectoire3,8,Salle1
0,Ancre4,Trajectoire3,9,Salle1
0,Ancre4,Trajectoire3,10,Salle1
0,Ancre4,Trajectoire3,11,Salle1
0,Ancre4,Trajectoire3,12,Salle1
0,Ancre4,Trajectoire3,13,Salle1
0,Ancre4,Trajectoire3,14,Salle1
0,Ancre4,Trajectoire3,15,Salle1
0,Ancre4,Trajectoire3,16,Salle1
-0.346777844410506,Ancre1,Trajectoire4,1,Salle1
-0.288926274876142,Ancre1,Trajectoire4,2,Salle1
-0.319372860683216,Ancre1,Trajectoire4,3,Salle1
-0.301105599789138,Ancre1,Trajectoire4,4,Salle1
-0.395497765747383,Ancre1,Trajectoire4,5,Salle1
-0.313285628081008,Ancre1,Trajectoire4,6,Salle1
-0.328509880137554,Ancre1,Trajectoire4,7,Salle1
-0.346779187224719,Ancre1,Trajectoire4,8,Salle1
-0.267612040645427,Ancre1,Trajectoire4,9,Salle1
-0.27674637447134,Ancre1,Trajectoire4,10,Salle1
-0.322419770076319,Ancre1,Trajectoire4,11,Salle1
-0.322419258528047,Ancre1,Trajectoire4,12,Salle1
-0.276745671092466,Ancre1,Trajectoire4,13,Salle1
-0.319374651102167,Ancre1,Trajectoire4,14,Salle1
-0.27065556103123,Ancre1,Trajectoire4,15,Salle1
-0.319374906876302,Ancre1,Trajectoire4,16,Salle1
-0.704290117885651,Ancre2,Trajectoire4,1,Salle1
-0.667587242723491,Ancre2,Trajectoire4,2,Salle1
-0.659431048243011,Ancre2,Trajectoire4,3,Salle1
-0.647196756522292,Ancre2,Trajectoire4,4,Salle1
-0.630884367561332,Ancre2,Trajectoire4,5,Salle1
-0.557478617237013,Ancre2,Trajectoire4,6,Salle1
-0.467760477951734,Ancre2,Trajectoire4,7,Salle1
-0.610493881360132,Ancre2,Trajectoire4,8,Salle1
-0.484072866912694,Ancre2,Trajectoire4,9,Salle1
-0.422901408309094,Ancre2,Trajectoire4,10,Salle1
-0.353573755225015,Ancre2,Trajectoire4,11,Salle1
-0.345417560744535,Ancre2,Trajectoire4,12,Salle1
-0.198606060095897,Ancre2,Trajectoire4,13,Salle1
-0.133356504252058,Ancre2,Trajectoire4,14,Salle1
-0.223074643537337,Ancre2,Trajectoire4,15,Salle1
-0.431057602789574,Ancre2,Trajectoire4,16,Salle1
0.258688255858347,Ancre3,Trajectoire4,1,Salle1
0.171155203896994,Ancre3,Trajectoire4,2,Salle1
0.212619145063266,Ancre3,Trajectoire4,3,Salle1
0.125085125629303,Ancre3,Trajectoire4,4,Salle1
0.083621184463031,Ancre3,Trajectoire4,5,Salle1
0.157333890174904,Ancre3,Trajectoire4,6,Salle1
0.111262844434601,Ancre3,Trajectoire4,7,Salle1
0.120478021055273,Ancre3,Trajectoire4,8,Salle1
-0.022339318321831,Ancre3,Trajectoire4,9,Salle1
0.00990847875115837,Ancre3,Trajectoire4,10,Salle1
-0.109873337755794,Ancre3,Trajectoire4,11,Salle1
-0.0177325039895841,Ancre3,Trajectoire4,12,Salle1
-0.0361617930110551,Ancre3,Trajectoire4,13,Salle1
-0.0499809782934013,Ancre3,Trajectoire4,14,Salle1
-0.100661063552956,Ancre3,Trajectoire4,15,Salle1
-0.0914468544048956,Ancre3,Trajectoire4,16,Salle1
0.229094576574978,Ancre4,Trajectoire4,1,Salle1
0.236793574649876,Ancre4,Trajectoire4,2,Salle1
0.240643073687325,Ancre4,Trajectoire4,3,Salle1
0.202148083312833,Ancre4,Trajectoire4,4,Salle1
0.198298584275384,Ancre4,Trajectoire4,5,Salle1
0.221395578500079,Ancre4,Trajectoire4,6,Salle1
0.186750087163037,Ancre4,Trajectoire4,7,Salle1
0.194449085237935,Ancre4,Trajectoire4,8,Salle1
0.240643073687325,Ancre4,Trajectoire4,9,Salle1
0.175201590050689,Ancre4,Trajectoire4,10,Salle1
0.109760106414053,Ancre4,Trajectoire4,11,Salle1
0.0173721295152723,Ancre4,Trajectoire4,12,Salle1
0.0366196247025182,Ancre4,Trajectoire4,13,Salle1
-0.0172733618217705,Ancre4,Trajectoire4,14,Salle1
0.032770125665069,Ancre4,Trajectoire4,15,Salle1
-0.0018753656719737,Ancre4,Trajectoire4,16,Salle1
-0.342211700594093,Ancre1,Trajectoire5,1,Salle1
-0.380274025239109,Ancre1,Trajectoire5,2,Salle1
-0.441171768815935,Ancre1,Trajectoire5,3,Salle1
-0.412244577291006,Ancre1,Trajectoire5,4,Salle1
-0.425948220138262,Ancre1,Trajectoire5,5,Salle1
-0.412245280669879,Ancre1,Trajectoire5,6,Salle1
-0.424425117131147,Ancre1,Trajectoire5,7,Salle1
-0.352869425173023,Ancre1,Trajectoire5,8,Salle1
-0.384840648632026,Ancre1,Trajectoire5,9,Salle1
-0.362005069841381,Ancre1,Trajectoire5,10,Salle1
-0.281313445468995,Ancre1,Trajectoire5,11,Salle1
-0.380273098057866,Ancre1,Trajectoire5,12,Salle1
-0.310240349248021,Ancre1,Trajectoire5,13,Salle1
-0.304150590876222,Ancre1,Trajectoire5,14,Salle1
-0.267611401210088,Ancre1,Trajectoire5,15,Salle1
-0.273701063666586,Ancre1,Trajectoire5,16,Salle1
-0.504463353113893,Ancre2,Trajectoire5,1,Salle1
-0.486111915532814,Ancre2,Trajectoire5,2,Salle1
-0.467760477951734,Ancre2,Trajectoire5,3,Salle1
-0.508541450354133,Ancre2,Trajectoire5,4,Salle1
-0.433096651409694,Ancre2,Trajectoire5,5,Salle1
-0.335222317643935,Ancre2,Trajectoire5,6,Salle1
-0.514658596214493,Ancre2,Trajectoire5,7,Salle1
-0.477955721052334,Ancre2,Trajectoire5,8,Salle1
-0.292402296621416,Ancre2,Trajectoire5,9,Salle1
-0.257738470079376,Ancre2,Trajectoire5,10,Salle1
-0.384159484526815,Ancre2,Trajectoire5,11,Salle1
-0.359690901085375,Ancre2,Trajectoire5,12,Salle1
-0.341339463504295,Ancre2,Trajectoire5,13,Salle1
-0.318909928682976,Ancre2,Trajectoire5,14,Salle1
-0.343378512124415,Ancre2,Trajectoire5,15,Salle1
-0.274050859040336,Ancre2,Trajectoire5,16,Salle1
0.302455265575328,Ancre3,Trajectoire5,1,Salle1
0.293241056427268,Ancre3,Trajectoire5,2,Salle1
0.205706553256999,Ancre3,Trajectoire5,3,Salle1
0.25638373609872,Ancre3,Trajectoire5,4,Salle1
0.21722479842838,Ancre3,Trajectoire5,5,Salle1
0.23795628527521,Ancre3,Trajectoire5,6,Salle1
0.155030337887888,Ancre3,Trajectoire5,7,Salle1
0.159636958725613,Ancre3,Trajectoire5,8,Salle1
0.189582170984199,Ancre3,Trajectoire5,9,Salle1
0.21722479842838,Ancre3,Trajectoire5,10,Salle1
0.175762260097394,Ancre3,Trajectoire5,11,Salle1
0.0813185029013659,Ancre3,Trajectoire5,12,Salle1
0.0721048258632415,Ancre3,Trajectoire5,13,Salle1
0.0628891655062644,Ancre3,Trajectoire5,14,Salle1
0.138905423505152,Ancre3,Trajectoire5,15,Salle1
0.092835006622047,Ancre3,Trajectoire5,16,Salle1
0.435042775078509,Ancre4,Trajectoire5,1,Salle1
0.408096281816365,Ancre4,Trajectoire5,2,Salle1
0.398472534222742,Ancre4,Trajectoire5,3,Salle1
0.336880549623555,Ancre4,Trajectoire5,4,Salle1
0.336880549623555,Ancre4,Trajectoire5,5,Salle1
0.356128044810801,Ancre4,Trajectoire5,6,Salle1
0.327256802029932,Ancre4,Trajectoire5,7,Salle1
0.319557803955034,Ancre4,Trajectoire5,8,Salle1
0.315708304917585,Ancre4,Trajectoire5,9,Salle1
0.281062813580542,Ancre4,Trajectoire5,10,Salle1
0.286837062136716,Ancre4,Trajectoire5,11,Salle1
0.333031050586106,Ancre4,Trajectoire5,12,Salle1
0.290686561174165,Ancre4,Trajectoire5,13,Salle1
0.26374006791202,Ancre4,Trajectoire5,14,Salle1
0.227169827056253,Ancre4,Trajectoire5,15,Salle1
0.132857100638748,Ancre4,Trajectoire5,16,Salle1
-0.231071380278012,Ancre1,Trajectoire6,1,Salle1
-0.276745543205398,Ancre1,Trajectoire6,2,Salle1
-0.285880132805446,Ancre1,Trajectoire6,3,Salle1
-0.304150590876222,Ancre1,Trajectoire6,4,Salle1
-0.304151166368028,Ancre1,Trajectoire6,5,Salle1
-0.291971202019692,Ancre1,Trajectoire6,6,Salle1
-0.261521163261784,Ancre1,Trajectoire6,7,Salle1
-0.279790470348948,Ancre1,Trajectoire6,8,Salle1
-0.243250577303941,Ancre1,Trajectoire6,9,Salle1
-0.209756954216696,Ancre1,Trajectoire6,10,Salle1
-0.0544665011615858,Ancre1,Trajectoire6,11,Salle1
-0.215847639769737,Ancre1,Trajectoire6,12,Salle1
-0.206713817492097,Ancre1,Trajectoire6,13,Salle1
-0.316329276353879,Ancre1,Trajectoire6,14,Salle1
-0.328508601266875,Ancre1,Trajectoire6,15,Salle1
-0.285879301539505,Ancre1,Trajectoire6,16,Salle1
-0.361729949705495,Ancre2,Trajectoire6,1,Salle1
-0.337261366264055,Ancre2,Trajectoire6,2,Salle1
-0.320948977303096,Ancre2,Trajectoire6,3,Salle1
-0.451448088990774,Ancre2,Trajectoire6,4,Salle1
-0.524853839315093,Ancre2,Trajectoire6,5,Salle1
-0.471838575191974,Ancre2,Trajectoire6,6,Salle1
-0.435135700029814,Ancre2,Trajectoire6,7,Salle1
-0.537088131035813,Ancre2,Trajectoire6,8,Salle1
-0.573791006197972,Ancre2,Trajectoire6,9,Salle1
-0.683899631684451,Ancre2,Trajectoire6,10,Salle1
-0.716524409606371,Ancre2,Trajectoire6,11,Salle1
-0.708368215125891,Ancre2,Trajectoire6,12,Salle1
-0.73283679856733,Ancre2,Trajectoire6,13,Salle1
-0.708368215125891,Ancre2,Trajectoire6,14,Salle1
-0.74914918752829,Ancre2,Trajectoire6,15,Salle1
-0.830711132333089,Ancre2,Trajectoire6,16,Salle1
0.34161613819089,Ancre3,Trajectoire6,1,Salle1
0.43836049688247,Ancre3,Trajectoire6,2,Salle1
0.309366406172679,Ancre3,Trajectoire6,3,Salle1
0.346221307819699,Ancre3,Trajectoire6,4,Salle1
0.433755327253662,Ancre3,Trajectoire6,5,Salle1
0.475217333474712,Ancre3,Trajectoire6,6,Salle1
0.43836049688247,Ancre3,Trajectoire6,7,Salle1
0.37847103983791,Ancre3,Trajectoire6,8,Salle1
0.373862967791269,Ancre3,Trajectoire6,9,Salle1
0.323186752422159,Ancre3,Trajectoire6,10,Salle1
0.309364471227457,Ancre3,Trajectoire6,11,Salle1
0.323186752422159,Ancre3,Trajectoire6,12,Salle1
0.295544124977977,Ancre3,Trajectoire6,13,Salle1
0.290937987876558,Ancre3,Trajectoire6,14,Salle1
0.277115706681856,Ancre3,Trajectoire6,15,Salle1
0.226438523840135,Ancre3,Trajectoire6,16,Salle1
0.513957505346218,Ancre4,Trajectoire6,1,Salle1
0.517807004383667,Ancre4,Trajectoire6,2,Salle1
0.517807004383667,Ancre4,Trajectoire6,3,Salle1
0.521656503421116,Ancre4,Trajectoire6,4,Salle1
0.537054499570913,Ancre4,Trajectoire6,5,Salle1
0.487011012084073,Ancre4,Trajectoire6,6,Salle1
0.463914017859378,Ancre4,Trajectoire6,7,Salle1
0.444666522672132,Ancre4,Trajectoire6,8,Salle1
0.479312014009175,Ancre4,Trajectoire6,9,Salle1
0.429268526522336,Ancre4,Trajectoire6,10,Salle1
0.50625850727132,Ancre4,Trajectoire6,11,Salle1
0.40617153229764,Ancre4,Trajectoire6,12,Salle1
0.50240900823387,Ancre4,Trajectoire6,13,Salle1
0.436967524597234,Ancre4,Trajectoire6,14,Salle1
0.348429046735903,Ancre4,Trajectoire6,15,Salle1
0.340730048661004,Ancre4,Trajectoire6,16,Salle1
0.374358615384615,Ancre1,Trajectoire1,1,Salle2
0.401708730769231,Ancre1,Trajectoire1,2,Salle2
0.452990769230769,Ancre1,Trajectoire1,3,Salle2
0.410255538461538,Ancre1,Trajectoire1,4,Salle2
0.369230230769231,Ancre1,Trajectoire1,5,Salle2
0.417093538461539,Ancre1,Trajectoire1,6,Salle2
0.408547115384615,Ancre1,Trajectoire1,7,Salle2
0.495726269230769,Ancre1,Trajectoire1,8,Salle2
0.490598692307692,Ancre1,Trajectoire1,9,Salle2
0.478632846153846,Ancre1,Trajectoire1,10,Salle2
0.435897538461538,Ancre1,Trajectoire1,11,Salle2
0.487178846153846,Ancre1,Trajectoire1,12,Salle2
0.531623730769231,Ancre1,Trajectoire1,13,Salle2
0.483760423076923,Ancre1,Trajectoire1,14,Salle2
0.523077076923077,Ancre1,Trajectoire1,15,Salle2
0.480341961538462,Ancre1,Trajectoire1,16,Salle2
0.238658230769231,Ancre2,Trajectoire1,1,Salle2
0.167653076923077,Ancre2,Trajectoire1,2,Salle2
0.222880269230769,Ancre2,Trajectoire1,3,Salle2
0.203156192307692,Ancre2,Trajectoire1,4,Salle2
0.242603423076923,Ancre2,Trajectoire1,5,Salle2
0.360947115384615,Ancre2,Trajectoire1,6,Salle2
0.303747769230769,Ancre2,Trajectoire1,7,Salle2
0.325445269230769,Ancre2,Trajectoire1,8,Salle2
0.268245153846154,Ancre2,Trajectoire1,9,Salle2
0.284023923076923,Ancre2,Trajectoire1,10,Salle2
0.335305692307692,Ancre2,Trajectoire1,11,Salle2
0.272189423076923,Ancre2,Trajectoire1,12,Salle2
0.258383115384616,Ancre2,Trajectoire1,13,Salle2
0.207101538461539,Ancre2,Trajectoire1,14,Salle2
0.313610346153846,Ancre2,Trajectoire1,15,Salle2
0.228796076923077,Ancre2,Trajectoire1,16,Salle2
-0.575176153846154,Ancre3,Trajectoire1,1,Salle2
-0.559440846153846,Ancre3,Trajectoire1,2,Salle2
-0.61014,Ancre3,Trajectoire1,3,Salle2
-0.611888307692308,Ancre3,Trajectoire1,4,Salle2
-0.613636807692307,Ancre3,Trajectoire1,5,Salle2
-0.667831769230769,Ancre3,Trajectoire1,6,Salle2
-0.627622923076923,Ancre3,Trajectoire1,7,Salle2
-0.716784038461539,Ancre3,Trajectoire1,8,Salle2
-0.736015,Ancre3,Trajectoire1,9,Salle2
-0.683566730769231,Ancre3,Trajectoire1,10,Salle2
-0.666085192307692,Ancre3,Trajectoire1,11,Salle2
-0.694056923076923,Ancre3,Trajectoire1,12,Salle2
-0.648600961538461,Ancre3,Trajectoire1,13,Salle2
-0.687063615384615,Ancre3,Trajectoire1,14,Salle2
-0.659091884615385,Ancre3,Trajectoire1,15,Salle2
-0.666084230769231,Ancre3,Trajectoire1,16,Salle2
-0.402930769230769,Ancre4,Trajectoire1,1,Salle2
-0.375458038461539,Ancre4,Trajectoire1,2,Salle2
-0.382783884615385,Ancre4,Trajectoire1,3,Salle2
-0.4981685,Ancre4,Trajectoire1,4,Salle2
-0.439560038461539,Ancre4,Trajectoire1,5,Salle2
-0.492673769230769,Ancre4,Trajectoire1,6,Salle2
-0.423076730769231,Ancre4,Trajectoire1,7,Salle2
-0.424908961538462,Ancre4,Trajectoire1,8,Salle2
-0.463369923076923,Ancre4,Trajectoire1,9,Salle2
-0.523809153846154,Ancre4,Trajectoire1,10,Salle2
-0.510988769230769,Ancre4,Trajectoire1,11,Salle2
-0.558607615384615,Ancre4,Trajectoire1,12,Salle2
-0.492673538461539,Ancre4,Trajectoire1,13,Salle2
-0.501831576923077,Ancre4,Trajectoire1,14,Salle2
-0.521978038461539,Ancre4,Trajectoire1,15,Salle2
-0.48718,Ancre4,Trajectoire1,16,Salle2
0.241025076923077,Ancre1,Trajectoire2,1,Salle2
0.234187076923077,Ancre1,Trajectoire2,2,Salle2
0.288888461538462,Ancre1,Trajectoire2,3,Salle2
0.295726923076923,Ancre1,Trajectoire2,4,Salle2
0.299145384615385,Ancre1,Trajectoire2,5,Salle2
0.388033846153846,Ancre1,Trajectoire2,6,Salle2
0.350427692307692,Ancre1,Trajectoire2,7,Salle2
0.422222307692308,Ancre1,Trajectoire2,8,Salle2
0.411965692307692,Ancre1,Trajectoire2,9,Salle2
0.435897461538462,Ancre1,Trajectoire2,10,Salle2
0.473504384615385,Ancre1,Trajectoire2,11,Salle2
0.435897615384615,Ancre1,Trajectoire2,12,Salle2
0.466666923076923,Ancre1,Trajectoire2,13,Salle2
0.418803076923077,Ancre1,Trajectoire2,14,Salle2
0.381195923076923,Ancre1,Trajectoire2,15,Salle2
0.411965615384615,Ancre1,Trajectoire2,16,Salle2
0.104537461538462,Ancre2,Trajectoire2,1,Salle2
0.155818,Ancre2,Trajectoire2,2,Salle2
0.116371230769231,Ancre2,Trajectoire2,3,Salle2
0.0927029230769231,Ancre2,Trajectoire2,4,Salle2
0.183432076923077,Ancre2,Trajectoire2,5,Salle2
0.258381846153846,Ancre2,Trajectoire2,6,Salle2
0.167652769230769,Ancre2,Trajectoire2,7,Salle2
0.404340307692308,Ancre2,Trajectoire2,8,Salle2
0.341221846153846,Ancre2,Trajectoire2,9,Salle2
0.246549230769231,Ancre2,Trajectoire2,10,Salle2
0.384616461538462,Ancre2,Trajectoire2,11,Salle2
0.329388615384615,Ancre2,Trajectoire2,12,Salle2
0.39645,Ancre2,Trajectoire2,13,Salle2
0.333333076923077,Ancre2,Trajectoire2,14,Salle2
0.368836846153846,Ancre2,Trajectoire2,15,Salle2
0.333333769230769,Ancre2,Trajectoire2,16,Salle2
-0.744756153846154,Ancre3,Trajectoire2,1,Salle2
-0.674824615384616,Ancre3,Trajectoire2,2,Salle2
-0.590908846153846,Ancre3,Trajectoire2,3,Salle2
-0.611888384615385,Ancre3,Trajectoire2,4,Salle2
-0.685314615384615,Ancre3,Trajectoire2,5,Salle2
-0.580419230769231,Ancre3,Trajectoire2,6,Salle2
-0.604894538461539,Ancre3,Trajectoire2,7,Salle2
